#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
119,Sun Sep 11 15:03:05 EDT 2022,84,0,A2GeneralStyle,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride F21A2IsInferredSafeTest ,F21A2NoCheckstyleWarnings , ,23,5,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(4.8/5.0) A2CommonSignaturesAreInherited-(4.8/5.0) A2Encapsulation-(2.9/3.0) A2InterfaceAsType-(4.8/5.0) A2NoHiddenFields-(2.0/2.0) A2NoStarImports-(2.0/2.0) A2NonPublicAccessModifiersMatched-(5.0/5.0) A2PackageDeclarations-(2.0/2.0) A2PublicMethodsOverride-(4.4/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
120,Sun Sep 11 15:04:38 EDT 2022,84,0,A2UtilityClassSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride F21A2IsInferredSafeTest ,F21A2NoCheckstyleWarnings , ,24,0,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest ,SafeSocializationTxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,CompareSafetyComputationsTest-(10.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(30.9/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(7.0/7.0) WekaFileSizeTest-(10.0/10.0) , ,
120,Sun Sep 11 15:04:38 EDT 2022,84,0,A2UtilityClassSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride F21A2IsInferredSafeTest ,F21A2NoCheckstyleWarnings , ,24,0,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest ,SafeSocializationTxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,CompareSafetyComputationsTest-(10.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(30.9/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(7.0/7.0) WekaFileSizeTest-(10.0/10.0) , ,
121,Sun Sep 11 15:22:28 EDT 2022,81,-3,A2UtilityClassSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride F21A2IsInferredSafeTest WekaFileSizeTest- ,F21A2NoCheckstyleWarnings , ,25,0,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest ,SafeSocializationTxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,CompareSafetyComputationsTest-(10.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(43.5/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(7.0/7.0) WekaFileSizeTest-(5.4/10.0) , ,
121,Sun Sep 11 15:22:28 EDT 2022,81,-3,A2UtilityClassSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride F21A2IsInferredSafeTest WekaFileSizeTest- ,F21A2NoCheckstyleWarnings , ,25,0,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest ,SafeSocializationTxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,CompareSafetyComputationsTest-(10.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(43.5/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(7.0/7.0) WekaFileSizeTest-(5.4/10.0) , ,
122,Sun Sep 11 15:22:36 EDT 2022,81,0,WekaFileSizeTest,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride F21A2IsInferredSafeTest WekaFileSizeTest ,F21A2NoCheckstyleWarnings , ,25,1,false, , , ,WekaFileSizeTest-(5.4/10.0) , ,
122,Sun Sep 11 15:22:36 EDT 2022,81,0,WekaFileSizeTest,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride F21A2IsInferredSafeTest WekaFileSizeTest ,F21A2NoCheckstyleWarnings , ,25,1,false, , , ,WekaFileSizeTest-(5.4/10.0) , ,
123,Sun Sep 11 15:23:52 EDT 2022,86,5,A2UtilityClassSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest+ InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest+ ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,0,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest ,SafeSocializationTxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,CompareSafetyComputationsTest-(10.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(45.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(7.0/7.0) WekaFileSizeTest-(10.0/10.0) , ,
123,Sun Sep 11 15:23:52 EDT 2022,86,5,A2UtilityClassSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest+ InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest+ ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,0,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest ,SafeSocializationTxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,CompareSafetyComputationsTest-(10.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(45.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(7.0/7.0) WekaFileSizeTest-(10.0/10.0) , ,
124,Sun Sep 11 15:24:05 EDT 2022,86,0,A2SourceCode,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,1,true,BasicModelRegistersObserver DerivingModelRegistersObserver InferringModelRegistersObserver InterpolatingModelRegistersObserver SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener , , ,BasicModelRegistersObserver-(2.0/2.0) DerivingModelRegistersObserver-(2.0/2.0) InferringModelRegistersObserver-(2.0/2.0) InterpolatingModelRegistersObserver-(2.0/2.0) SocialDistanceControllerFetchesModelSingleton-(3.0/3.0) SocialDistanceControllerWritesModel-(2.0/2.0) SocialDistanceMainCallsControllerMethod-(3.0/3.0) SocialDistanceMainFetchesViewSingleton-(3.0/3.0) SocialDistanceMainSetsModelSingleton-(3.0/3.0) SocialDistanceViewISAPropertyListener-(2.0/2.0) , ,
124,Sun Sep 11 15:24:05 EDT 2022,86,0,A2SourceCode,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,1,true,BasicModelRegistersObserver DerivingModelRegistersObserver InferringModelRegistersObserver InterpolatingModelRegistersObserver SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener , , ,BasicModelRegistersObserver-(2.0/2.0) DerivingModelRegistersObserver-(2.0/2.0) InferringModelRegistersObserver-(2.0/2.0) InterpolatingModelRegistersObserver-(2.0/2.0) SocialDistanceControllerFetchesModelSingleton-(3.0/3.0) SocialDistanceControllerWritesModel-(2.0/2.0) SocialDistanceMainCallsControllerMethod-(3.0/3.0) SocialDistanceMainFetchesViewSingleton-(3.0/3.0) SocialDistanceMainSetsModelSingleton-(3.0/3.0) SocialDistanceViewISAPropertyListener-(2.0/2.0) , ,
125,Sun Sep 11 15:24:07 EDT 2022,86,0,A2Modularity,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,2,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(5.0/5.0) DerivedPrintIsNotDirect-(2.0/2.0) InferredPrintIsNotDirect-(2.0/2.0) ModelReuse-(10.0/10.0) , ,
125,Sun Sep 11 15:24:07 EDT 2022,86,0,A2Modularity,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,2,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(5.0/5.0) DerivedPrintIsNotDirect-(2.0/2.0) InferredPrintIsNotDirect-(2.0/2.0) ModelReuse-(10.0/10.0) , ,
126,Sun Sep 11 15:24:12 EDT 2022,86,0,FactoriesSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,3,true,ClassifierFactoryTest ControllerFactoryTest ModelFactoryTest ViewFactoryTest , , ,ClassifierFactoryTest-(3.0/3.0) ControllerFactoryTest-(2.0/2.0) ModelFactoryTest-(3.0/3.0) ViewFactoryTest-(2.0/2.0) , ,
126,Sun Sep 11 15:24:12 EDT 2022,86,0,FactoriesSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,3,true,ClassifierFactoryTest ControllerFactoryTest ModelFactoryTest ViewFactoryTest , , ,ClassifierFactoryTest-(3.0/3.0) ControllerFactoryTest-(2.0/2.0) ModelFactoryTest-(3.0/3.0) ViewFactoryTest-(2.0/2.0) , ,
